promoter,gc,rep,cv,cv_smooth,entropy,entropy_smooth,classification
ftsKp2,29,1,1.5420088216871464,0.8911358504876813,6.251605854128697,6.893071935481019,2
lppp2,16,2,1.5418986635898733,0.5504177097065516,6.176925764678424,7.130095239743754,0
tfaE_stfE_predicted,1,2,1.541811227278575,0.6663734881620172,6.09764933585026,7.045207863357894,0
xdhAp2,23,2,1.5417806371259,0.5926720014415644,6.184183363795981,7.097378288059653,0
TSS_4654_wanner_regulondb,37,1,1.5417001508540382,0.5610312138890066,6.1916324088442884,7.110803874733142,0
rcsDp,2,2,1.5416002964719546,0.6315115948868161,6.121649807700949,7.06519434294099,0
ybaY_predicted,5,2,1.5415798208271185,0.611876134958678,6.137274224396759,7.076974672865299,0
ghoSp,25,1,1.5414020752583046,0.6188565017456883,6.125623854237634,7.071832822146398,0
galSp,17,2,1.5413911047245994,0.6151375553913021,6.115047271124565,7.072098303163198,0
TSS_18061_regulondb,18,1,1.541321324464301,0.5658959404214712,6.215874384391554,7.1237808883382625,0
hyuA_predicted,38,2,1.5411951112296103,0.56545845062708,6.131603636982266,7.102821382265739,0
yadI_predicted,40,1,1.5409877804789955,0.6461827238540572,6.240820727892266,7.061445401847324,0
tabA_predicted,6,1,1.540717909436313,0.6504454869790465,6.212683019353774,7.069687801517346,0
ygfKp,34,1,1.540687698241354,0.48467710826331983,6.184335485883249,7.164791375893797,0
ygeX_predicted,7,2,1.5406056697824497,0.5069454194345835,6.16172146762254,7.142421290837301,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,29,1,1.540558151015086,0.694128493047514,6.1915364982153145,7.029149079578652,0
yadI_predicted,19,1,1.540255456809436,0.591967523825432,6.099160277331938,7.080584263593231,0
gatYp,9,2,1.5402196762284655,0.849099872858581,6.159967287710922,6.935141586181725,2
yacH_predicted,12,2,1.5402027730204388,0.5287790571874181,6.207389990982438,7.1413664214407575,0
yadE_predicted,5,2,1.5401604171746808,0.8662480720397749,6.111753921979229,6.934099867385218,2
acrBp,11,2,1.540085923186827,0.5166358352777187,6.252157927675666,7.163043955414559,0
mcbAp5,32,2,1.540019113647816,0.5168114353164244,6.132075477334501,7.137363385475401,0
xdhAp2,33,1,1.5399601164795507,0.5658883930311488,6.136464820355311,7.097487039237663,0
yadI_predicted,41,2,1.539603369255202,0.8171780190252539,6.106588826690585,6.90090707635086,2
yncEp,11,1,1.539436149838391,0.7059700953023671,6.180382223155286,7.02017204232404,0
lpp,14,1,1.539389587331063,0.8008512292453345,6.158776819372666,6.965350102478092,2
zapB_predicted,5,1,1.5393397833076476,0.8319265266431156,6.145296299818838,6.918810216860386,2
zapB_predicted,39,1,1.5392464480897858,0.7942458101957997,6.140156559581281,6.941713800400539,2
yacCp,20,1,1.5392451007892787,0.89545048786392,6.138358956053375,6.885383692835672,2
galSp,16,2,1.5391122332550997,0.46441739609772,6.221906796601402,7.19449254804783,0
yacH_predicted,32,1,1.5391068382470838,0.6810756485162089,6.0879837366471055,7.04368988072337,0
galSp,9,2,1.5388353771078296,0.5020689721650188,6.2501499589210825,7.158696609781389,0
TSS_6311_regulondb,41,2,1.538810730419244,0.6576008175924952,6.181904667563444,7.047293906289799,0
tfaE_stfE_predicted,32,2,1.538803186593886,0.6697619740702948,6.199648195914922,7.050785571198764,0
hyuA_predicted,5,2,1.538708223451519,0.6137853705785447,6.145806452191415,7.0638943256306606,0
icdC_predicted,19,3,1.5386832277038662,0.5588173217928387,6.202764608039239,7.124576233554977,0
intE_xisE_ymfH_predicted,6,1,1.538492359267145,0.5031545377322172,6.131339792108877,7.142886967341886,0
dicCp,22,1,1.538261509620449,0.7728436871553839,6.1462448718188085,6.984774239233157,2
mhpRp2,5,1,1.5381894465255883,0.6004494521618143,6.241122026292545,7.114031361701868,0
ygiW_predicted,29,1,1.538184550220593,0.6527543314579712,6.208377137706333,7.052209198095737,0
uacT_predicted,29,1,1.5381826867361523,0.7715379894259015,6.21281052858198,6.989448313325379,2
ftsKp2,1,2,1.5380937531972168,0.6743232645157737,6.20498026663053,7.062132429599321,0
blrp,24,2,1.5380911723088384,0.6025399988832718,6.184049289218726,7.079735477354168,0
znuCp,19,2,1.538074591696861,0.8230605637280044,6.227877954502821,6.947912897190823,2
tolCp3,30,2,1.5376104428104427,0.7081910645042637,6.143971386303344,6.985974119522259,0
tfaE_stfE_predicted,14,2,1.537601963850078,0.7107962397229318,6.194429695828597,7.034623158984312,0
gatZp,32,1,1.537332511774949,0.5104177054881823,6.147231258221502,7.133196819135959,0
TSS_4655_regulondb,37,1,1.5372899537330302,0.5466418876220934,6.194462431224118,7.115344260790682,0
TSS_1414_storz_regulondb,38,2,1.53725433868652,0.5169006578016331,6.136716043742138,7.130326990566358,0
tfaE_stfE_predicted,8,1,1.5369344185977172,0.5424946709533944,6.186003178083896,7.118294126454652,0
rcsDp,21,2,1.536771218590286,0.8175703344824057,6.1528375417171315,6.944883994747215,2
ghoSp,20,2,1.5367067830118077,0.5295133034250149,6.159874168754557,7.124044100345665,0
icdC_predicted,32,1,1.5366980080701818,0.5077655848085911,6.167502897787447,7.1420699001083765,0
yqaEp,16,2,1.536688828397175,0.5721119930944458,6.1331451064218,7.094251686608523,0
tnaCp,12,2,1.5366175405845688,0.6798798372446613,6.129970840139721,7.015736689056201,0
yqaEp,38,1,1.5365901370646762,0.7169920229793506,6.093014212920895,7.014506032391721,0
TSS_4654_wanner_regulondb,5,2,1.5365694485846968,0.4496973217171436,6.116588506348203,7.174529108874131,0
rspAp,41,2,1.5365241899801967,0.7180230079963815,6.199523924876735,7.017471190583085,0
rcsDp,16,1,1.5363723330648058,0.739780558555628,6.069877841972408,6.959200549424379,0
tolCp2,24,1,1.5363239471024446,0.8583597398091931,6.123772890320321,6.895786114809067,2
yacCp,30,1,1.5362924812620944,0.7856293432358195,6.236454513844175,7.011669463781966,2
pheMp,20,2,1.5362430866434742,0.8858524726344444,6.183443520472275,6.901035062815032,2
ompRp4,3,2,1.5362077558412397,0.7763306217470224,6.151862458541094,7.004975034013373,2
xdhAp2,40,2,1.5361233443706108,0.5721864161633831,6.190753814539072,7.08580341038053,0
ygiW_predicted,36,1,1.5360910585096326,0.7257950539655152,6.140121395393788,6.991581254703569,0
lppp2,14,1,1.536043680842557,0.6164104574966589,6.256827113329983,7.08568295955614,0
yadI_predicted,10,2,1.5359678206028093,0.6082119813328954,6.221881890533109,7.081920713067593,0
galSp,12,2,1.5357971796289773,0.5221525105390505,6.164646005001034,7.135678156216599,0
yadG_yadH_predicted,11,2,1.53575164597853,0.4781042652965361,6.086953675230045,7.164658196231381,0
rspAp,38,1,1.5357339912088905,0.8602161340683996,6.165880784590298,6.872435043235619,2
rcsBp1,15,3,1.5356923884867266,0.7299741887618099,6.185228942859029,7.018176167642576,0
TSS_4655_regulondb,3,2,1.535527223321889,0.46569413897677536,6.242932340485925,7.177921713049956,0
ftsKp1,25,2,1.5354683887659488,0.6641462430014781,6.194051010845214,7.062816077821831,0
znuCp,24,2,1.5353164622312843,0.6418302504278808,6.219376121533836,7.078339134418362,0
lpp,13,1,1.535127562756926,0.8852734125729935,6.162615538967458,6.8870223677430635,2
yagB_insX_yagA_predicted,40,2,1.5350446607984327,0.5702705412877315,6.183352557661004,7.119440587736456,0
dinQp,5,1,1.5349971667933642,0.7639181376967712,6.192920981326079,6.977243154922255,2
yacH_predicted,6,1,1.5348566774709123,0.5631828012701846,6.149680744930477,7.098935215554526,0
uofp,25,2,1.5347594465444652,0.49747121642199854,6.193400461544555,7.1483340767903085,0
yadE_predicted,28,2,1.5347535014422602,0.7682973852093432,6.1114003337337675,6.991355262196781,2
crpp1,18,2,1.5346671984311198,0.7783666968277821,6.152191652361177,6.949686222857816,2
yadG_yadH_predicted,16,1,1.534657328601141,0.5266620019511229,6.167766298018398,7.120318052529866,0
ftsKp2,12,2,1.5344756961298174,0.6597602981743744,6.218912746155979,7.072406398297719,0
ghoSp,3,2,1.5343949132132602,0.6001317803205394,6.260309136293932,7.0993506360979985,0
rcsDp,17,2,1.5342033488354945,0.7037084180525444,6.133331218476497,7.014285583584919,0
yadE_predicted,20,2,1.5341235588126745,0.673158874569446,6.221834463734513,7.029422820496767,0
ygeX_predicted,37,1,1.5340910230665978,0.6901730801215062,6.271753323480036,7.0440491875756175,0
araCp,13,3,1.534070783814817,0.8217966170502771,6.203223541630756,6.923894029490781,2
ompRp3,19,1,1.534036014526369,0.6526870734018537,6.2137256823919955,7.049714373100561,0
galSp,19,3,1.5337852897021294,0.5061469561705412,6.2174509780025895,7.151475639746182,0
lacIp,22,1,1.5337733388566286,0.6772905780625056,6.139172222020368,7.030036074872548,0
yadI_predicted,38,1,1.5336836656385826,0.6219141091951081,6.1428603784216484,7.056260254128028,0
yagB_insX_yagA_predicted,38,3,1.5336762731322608,0.72971670460704,6.132916887031103,7.000116948599288,0
ompRp1,30,2,1.5336036385094682,0.5789358148632558,6.226972659663643,7.114210935087584,0
TSS_4655_regulondb,22,3,1.5334606488247755,0.6189662863295821,6.100609637626604,7.057220184503077,0
ompRp2,14,1,1.5333210244925348,0.5732687820678689,6.241416258954841,7.118174642208899,0
ssnAp,5,2,1.5333060228482085,0.6940643596426673,6.157509289626814,7.029341049520662,0
aceBp,15,3,1.533208508668885,0.7201186697759225,6.144486351250462,6.9903685933363535,0
yahL_predicted,31,2,1.533121143942299,0.5068544683442282,6.177311240143853,7.141771306844101,0
xdhAp2,1,1,1.5329935123522223,0.629771131473614,6.122374051077825,7.085351245696465,0
yadN_predicted,13,1,1.5328260605822963,0.6080552866286028,6.133001896538573,7.075950233541265,0
mhpRp1,8,2,1.532824871768189,0.8799062835415974,6.079181233678446,6.885437090929937,2
tolCp3,16,1,1.5326797803376686,0.570691268191549,6.199932187794915,7.113074816116502,0
gatZp,14,3,1.5326618800409304,0.47741705491981623,6.1674318309881215,7.163115293269082,0
mcbAp5,14,1,1.532558343274229,0.4683194416382474,6.134630478568868,7.157308954098189,0
ompRp3,6,1,1.5324260419324762,0.6278861752836066,6.22661956098006,7.080572793273167,0
lacIp,38,2,1.5322830214520202,0.4986523096303984,6.14633997024086,7.147975909290713,0
ldrDp,5,1,1.532150119368556,0.5843126169257344,6.226265394429901,7.090979732010364,0
crpp1,39,2,1.5320698388975627,0.798697576054394,6.156128003320615,6.950795754662467,2
yahL_predicted,31,1,1.5320509263069706,0.47643667438641335,6.213667494295879,7.166693559247474,0
crpp1,7,1,1.5320229697308245,0.7920859043525851,6.147750994438006,6.950199637284966,2
gatZp,6,2,1.5319598978342879,0.5633813498389203,6.1804014620005585,7.105734659720402,0
xdhAp2,31,3,1.5319487236212062,0.5800907775915559,6.144674121633608,7.101006205335726,0
yadN_predicted,16,2,1.5319274790163337,0.6277617076254676,6.1996377562713345,7.0820940750268395,0
yadL_yadM_yadC_yadK_predicted,4,1,1.5318046687328044,0.6071613115777136,6.172787061183411,7.089005392979126,0
rspAp,33,2,1.5316480609689094,0.6119152411082809,6.186991600251249,7.075596052868875,0
tmaR_predicted,19,1,1.5315069163155435,0.7973031646014316,6.119371947124614,6.983910017430475,2
hyuA_predicted,3,1,1.531463999014165,0.5441412304878145,6.166806866895414,7.124108587746477,0
ompRp2,18,1,1.5314583066595149,0.7038733574788524,6.131492645746512,7.00373583637314,0
lpp,13,3,1.5313620754972728,0.8287106376263985,6.155001750609534,6.932293871719363,2
ybiY_ybiW_predicted,37,2,1.5311735358044711,0.5601320034200384,6.295563620519548,7.123447175755445,0
tnaCp,31,3,1.5308584891993158,0.7434009881014088,6.131144751467495,6.9770182842543065,0
yagB_insX_yagA_predicted,16,2,1.5306857104741463,0.7013779298505454,6.159954024333488,7.009243727111822,0
TSS_18061_regulondb,8,1,1.5306021061061754,0.655665385574871,6.090369209083201,7.028390892090528,0
acrBp,24,2,1.5305871309453516,0.44065961710510937,6.125862023166604,7.171730702041405,0
ratA_yfjF_predicted,18,2,1.530535622370424,0.5750466764753785,6.227297952043134,7.115435395267925,0
ygeW_predicted,29,1,1.5303800557531448,0.5349554872981024,6.1539533301102916,7.128808791094718,0
ybeDp,22,1,1.530311134013313,0.6729086852086563,6.1556197370084575,7.025786268730393,0
ratA_yfjF_predicted,22,2,1.530298904180862,0.5291993098318267,6.204071361344781,7.12952223566155,0
ftsKp2,17,2,1.530259640343352,0.6222726193546206,6.132723450016266,7.088277388690814,0
yacCp,31,2,1.5302579736167512,0.6712548190792029,6.214023198710761,7.028997764154157,0
ompRp2,10,1,1.5302222987268872,0.6040302895109945,6.126293388799241,7.079832346741284,0
cusCp,21,2,1.530171050034538,0.6067031171406556,6.223537639658659,7.080417613910221,0
mtnp,19,1,1.5301534222701567,0.5582049832744556,6.09090900423803,7.097936602925241,0
ybiY_ybiW_predicted,19,3,1.5301365086423913,0.6076090934567673,6.182633547764977,7.076535653932141,0
tolCp2,17,2,1.530100288138343,0.7532350440696675,6.224438479367575,6.979083221057226,2
mprAp,7,1,1.5297377500621943,0.6927392812720415,6.189422411982638,7.0216614384186675,0
yadI_predicted,24,2,1.5296862007102492,0.5944038699804945,6.219972085227906,7.08785785246558,0
lpp,2,2,1.5296457237491161,0.7981895338936804,6.0965069196995945,6.928840551893365,2
TSS_6311_regulondb,8,2,1.5293764072635847,0.48735384929992065,6.190798901976535,7.160544582700224,0
galEp3,22,2,1.5293692596668658,0.5284875652769153,6.130005866980679,7.132405169116884,0
ssnAp,31,1,1.5293675748795237,0.5744073837787371,6.21310045696057,7.086855074280784,0
ompRp2,41,1,1.529295170786573,0.8143127965006426,6.134536053057601,6.95656167891827,2
gatZp,40,1,1.529204416123878,0.5696028286350114,6.153604788088142,7.0949713041956715,0
ompRp3,37,1,1.5291253027028646,0.5892499006933113,6.155216415014156,7.087009567887945,0
rdlDp,7,2,1.5286280362979907,0.7769893813186912,6.228592233643391,6.969236176927171,2
ygeX_predicted,9,1,1.5286183601574623,0.5265062303560508,6.200506343260546,7.132210050442209,0
crpp2,17,1,1.5285205109878657,0.8479378245887045,6.146301729966463,6.900816684712723,2
galEp3,13,1,1.5284714750690274,0.6100541425661781,6.193006907747626,7.077610718691513,0
tabA_predicted,21,2,1.5283789937623635,0.6278047319145563,6.204960420760325,7.073380528610683,0
mglBp,20,1,1.5283653081130222,1.0308160899243852,6.092195917874396,6.7120529838863785,2
cusCp,23,2,1.528298412911987,0.5696433199595431,6.240966460809754,7.097400723100753,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,22,2,1.528239514748224,0.5383814299461567,6.16258271728731,7.113687029913732,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,3,2,1.528181011743717,0.4661456068000116,6.208427051576107,7.172469156207682,0
TSS_4655_regulondb,25,3,1.5281639298711704,0.5057497450818215,6.210340723335603,7.152477858651873,0
ybaY_predicted,35,1,1.5280701010212843,0.7148690959748439,6.148204832035978,7.016728193354211,0
mhpRp1,35,1,1.5280192087041025,0.5869826136723529,6.079915364403947,7.099146100553121,0
crpp2,15,2,1.5279987176729422,0.9246179815815686,6.189607144091143,6.892912540346375,2
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,22,3,1.5278763153246762,0.4908328465793393,6.176341928763033,7.145120461717646,0
cusCp,8,1,1.5275477390318994,0.5344982444815733,6.2357552052033105,7.140221027018963,0
ykgRp,29,1,1.5275397072375565,0.5575168072015988,6.172820324116812,7.1080828758541,0
rcsDp,35,1,1.5275033760202874,0.7232312140504394,6.1599116745560325,6.992296691049036,0
mcbAp5,31,2,1.5274586653072628,0.5162306421823798,6.211904651788823,7.141433583298638,0
rspAp,8,2,1.5273608784976993,0.9393432675423671,6.182364229392184,6.808548412492353,2
yahL_predicted,16,1,1.5272969549851207,0.5325876143302585,6.2298182379961276,7.133499634361936,0
yncEp,33,1,1.5272906965757325,0.737468110502111,6.181642196102862,7.01215648734566,0
crpp1,6,2,1.5271213878976884,0.8687053776182082,6.149174078458339,6.904393213554629,2
yjbJ_predicted,14,2,1.5270754267049154,0.6722865186586885,6.0980631634441576,7.008220336992522,0
tabA_predicted,5,2,1.5268073910821236,0.5930674181229658,6.167017372748556,7.09191412205607,0
dgoRp,5,2,1.5268055207043654,0.7129731993285532,6.153324357322031,7.028680189678075,0
gatYp,22,1,1.5267744604365865,0.6141499520784726,6.14065390874598,7.073245662330794,0
intE_xisE_ymfH_predicted,5,2,1.526761826754119,0.5382769771601339,6.165623455844875,7.113325125159266,0
yadI_predicted,14,2,1.5266547824035874,0.5818933786545181,6.1959414841786655,7.089626300573764,0
TSS_1414_storz_regulondb,8,1,1.5264092023817104,0.5780562503212486,6.261601961248367,7.102055746519977,0
hyuA_predicted,2,1,1.5263764601854206,0.6190988188708326,6.101389566338528,7.066175208178849,0
mhpRp1,30,2,1.526210410855691,0.6176389047194862,6.258269994692181,7.075914047937601,0
gatYp,28,2,1.5259894972311365,0.8995888588269964,6.144459633320807,6.862150583093124,2
rcsDp,11,1,1.5257008343018812,0.7575883670691955,6.193082555909262,6.995917929481965,2
acrBp,23,2,1.5253345544214125,0.6106326981239865,6.180300158263762,7.090930555127025,0
ecnBp,5,1,1.525252285943134,0.6488987213991939,6.230931535658778,7.092432222719275,0
yadI_predicted,15,3,1.5252151703627939,0.9166909924768986,6.140738326335811,6.843840541181741,2
yqjE_yqjK_yqjD_yqjC_predicted,9,1,1.5250680615783914,0.8464676340231321,6.230748363325069,6.948434801245693,2
ldrDp,24,1,1.5249679663352183,0.6309943386805552,6.141495895716281,7.066652145217606,0
rspAp,35,1,1.5249648725183993,0.7668567668504898,6.1620315870747575,6.971098351688681,2
blrp,22,2,1.524964199277549,0.7408204076598344,6.223711236935767,6.979447333915502,0
tfaE_stfE_predicted,37,2,1.5248487604397645,0.5683938622426473,6.1493607978425375,7.102906350226986,0
ompRp3,41,2,1.5246632710617838,0.6662846609114647,6.106560135075266,7.068073369414677,0
zapB_predicted,14,1,1.5246329541153503,0.9103024298459039,6.163590444398812,6.844498431200806,2
ygeX_predicted,31,2,1.5245103879595465,0.5158660285734423,6.154553250506158,7.133607805473773,0
rcsDp,3,1,1.52438686066063,0.8302599769731017,6.187575739247153,6.935928003376259,2
ygiW_predicted,32,2,1.524286760676934,0.6159152187227523,6.184828087425453,7.069550706904379,0
yahC_predicted,4,1,1.5242747009161453,0.48720549148799336,6.159313272051435,7.157373505199373,0
rdlDp,8,1,1.5242310254613576,0.826083679846944,6.1719150325353525,6.955206407286104,2
mhpRp2,21,1,1.5241682614973586,0.6333669023572986,6.19403033156326,7.059804682386931,0
mcbAp5,13,3,1.5240014468836531,0.5719438073211834,6.269568649475758,7.1252834259321585,0
cusCp,4,3,1.5239210073138354,0.5770271724369569,6.166764246097166,7.124373656681148,0
ftsKp2,39,2,1.5236823626494498,0.5753039421540762,6.221489650793792,7.106803728336262,0
ygeY_predicted,39,1,1.5236609130365941,0.7196918791323058,6.2062960532788125,7.0014634046480415,0
ygfM_xdhD_predicted,35,1,1.523623310226274,0.5360115120075896,6.193340576977967,7.131770434103486,0
uacT_predicted,9,1,1.5236206203890985,0.5770621074810325,6.166811769133579,7.081530485235142,0
tnaCp,5,1,1.5233317951157448,0.5682398530113119,6.181877263072265,7.096854744912651,0
TSS_4655_regulondb,3,1,1.5232540499212766,0.5682194154481963,6.169275458850475,7.102983763196665,0
TSS_18061_regulondb,5,1,1.523246691030298,0.6005495606167915,6.177371958040737,7.079416858889301,0
cusCp,41,1,1.5231564605441028,0.6046128837919352,6.285404819832072,7.09303360107824,0
lacIp,2,1,1.5228078829643539,0.6200899977733871,6.21141627802489,7.082923577771626,0
yjbJ_predicted,4,2,1.5225193347802006,0.6090450426396717,6.120161181129642,7.082610015059729,0
ygiW_predicted,15,2,1.5224834091849697,0.5647016784641187,6.216800383047701,7.099380300691662,0
intE_xisE_ymfH_predicted,7,2,1.522326381360682,0.6024456494009472,6.197138647618124,7.083011646928225,0
yacH_predicted,2,1,1.5222595900564055,0.5108848434033005,6.240083792265929,7.14371754138621,0
hyuA_predicted,32,2,1.5221846304057571,0.5839488999188711,6.203527953026517,7.12109899204118,0
mtnp,24,1,1.5219970323977345,0.6684546377349903,6.166262958266737,7.052784585906601,0
ygeX_predicted,14,2,1.5219495667142806,0.5276196092008986,6.314098373252485,7.1527132609282145,0
icdC_predicted,1,2,1.5219051018047123,0.5143316030512197,6.13660911557789,7.142098302434405,0
ygeX_predicted,5,2,1.5218186553471553,0.5078172459558246,6.260845588935661,7.138713688741057,0
yahC_predicted,16,1,1.5216359439333182,0.571473711961235,6.247770211143885,7.132086422738407,0
ompRp4,4,3,1.5216253356175082,0.8129113576139698,6.200829895799258,6.9276816763895885,2
acrBp,21,1,1.521514410218325,0.7126597349996642,6.126011026203422,6.998946888070567,0
yadE_predicted,30,2,1.5214227712013342,0.8779844457076569,6.08995504139347,6.901417820941598,2
TSS_18061_regulondb,29,2,1.5212060001523051,0.6672378899200363,6.208179813328747,7.024270907925608,0
tnaCp,23,2,1.521001565925836,0.6993736202518914,6.375654341323845,7.034197209038606,0
ygiW_predicted,31,3,1.5206233577512611,0.5844416548644297,6.1705388209504,7.0878932755645305,0
yahC_predicted,19,2,1.5206154314754858,0.4886592689990832,6.140897408452414,7.1439781987816975,0
yncEp,1,1,1.5204184637073435,0.6790584543380538,6.2145874198794,7.06633571762855,0
tisBp,19,1,1.5203895148972648,0.6913570641772346,6.249145126931637,7.057021068148123,0
yadE_predicted,31,1,1.5203761263238709,0.7786261809107823,6.1088587841991515,6.957554926612448,2
araBp,13,3,1.5203753971070229,0.5259961791311211,6.186519142148731,7.121142026159917,0
uacT_predicted,18,2,1.5203585268818522,0.5893959118973237,6.181796179828083,7.101474731775183,0
ompRp3,40,2,1.520266290851638,0.5365452321177075,6.285891221216991,7.12627578052721,0
xylAp,2,1,1.520245747681703,0.6183497685521017,6.298855131923232,7.058199902184514,0
uofp,19,1,1.5202021221070956,0.6947565609430503,6.178636041553688,7.00912606686578,0
rcsBp2,39,1,1.520197718987696,0.7080038252637172,6.17058404256926,6.989484815702438,0
yjbJ_predicted,16,1,1.5201624594719858,0.6819641722608404,6.1755587252644535,7.062581016807791,0
gatYp,6,2,1.5201545778709689,1.0073648746513195,6.147614581655029,6.793557737223546,2
mglBp,30,2,1.5200623792562784,1.004208143451297,6.090607891022515,6.734454628219426,2
TSS_6311_regulondb,18,1,1.5200022722426452,0.564450181904502,6.230057178068858,7.131447247326614,0
ghoSp,38,2,1.5198411450373728,0.5462109733246413,6.150838689381681,7.109100735950708,0
crpp1,5,1,1.5198299992988233,0.6998216956355293,6.2350769247339315,7.042634111143373,0
ompRp3,30,1,1.5196855097619395,0.5643213451562643,6.126841319418056,7.083183764313148,0
crpp1,14,2,1.5194708528712926,0.7506652229861273,6.110686482973188,6.9647327055948836,2
xylFp,25,1,1.5194215028464308,0.6185859430355266,6.182503621364028,7.076924871327403,0
ecnBp,28,2,1.519301811825349,0.6045741186107589,6.207520886431427,7.063033699296448,0
TSS_6311_regulondb,20,2,1.5192897067559772,0.5895125179186562,6.207015389662323,7.0943875612319705,0
ygeX_predicted,34,2,1.5192767967319407,0.5543814525821086,6.225057086874584,7.119599510996327,0
TSS_6311_regulondb,13,1,1.5192286010265976,0.5585907786319837,6.143420476916829,7.113956235038855,0
hyuA_predicted,28,2,1.5190845699347149,0.547697885373533,6.140224428717745,7.10620124124578,0
ssnAp,24,1,1.5190457725416255,0.5434811284360334,6.159089299987986,7.113960517624372,0
galSp,33,1,1.5188983732687966,0.6624218772990103,6.122340458692279,7.034327230623564,0
uacT_predicted,1,1,1.5187974394920707,0.5807075154831366,6.165168616863603,7.085605661684022,0
araBp,38,1,1.518769092553104,0.5304762219467659,6.291634656913843,7.134496625943461,0
hyuA_predicted,38,3,1.5185409669430863,0.5408689256441546,6.173445851613392,7.121266937843254,0
galSp,28,2,1.5184800502963598,0.5710290907889355,6.2116518361494855,7.1051885667373424,0
ygfM_xdhD_predicted,29,2,1.5184470735525386,0.5365923560990568,6.276527411488748,7.129965398746204,0
znuCp,20,2,1.5183710272882156,0.5687567166177646,6.185696015172789,7.1076046638618235,0
xdhAp1,24,1,1.518354368001474,0.502625535850163,6.130879881236308,7.1307408386661955,0
uacT_predicted,10,1,1.5181645853174586,0.5979092705893084,6.188229120799735,7.097627407423092,0
icdC_predicted,22,1,1.5181044185816466,0.5477586834743758,6.214464900512975,7.1319686910384945,0
yacCp,7,2,1.5180020613487488,0.5907075906209135,6.255007345040182,7.102487565639731,0
acrZp,22,1,1.517917571850518,0.6101451140097012,6.176959802209211,7.074935810471008,0
ykgRp,22,3,1.517892323422121,0.8587989901067261,6.112458660864167,6.874563489601447,2
icdC_predicted,10,1,1.5178769512588424,0.6016661293985424,6.236687615394914,7.086880280170802,0
ybaY_predicted,33,1,1.5178177967715072,0.6722715085379071,6.135998501693439,7.000796026518909,0
yqjE_yqjK_yqjD_yqjC_predicted,20,2,1.5175022849438333,0.6227627502988535,6.174776171108417,7.080174282904457,0
acrAp,35,1,1.5170996414669815,0.8051498401369696,6.23981954707831,6.943298562881159,2
TSS_6311_regulondb,22,3,1.5168845368294985,0.572550400623397,6.168441743729257,7.11514631693648,0
mhpRp1,38,2,1.516881134361672,0.5354881564167523,6.226513075437815,7.138263632696342,0
fldAp,15,1,1.5166908435657855,0.5140301197488983,6.106611291515179,7.138183268909362,0
gyrAp,8,2,1.5165737167990743,0.6946298793689746,6.160769003311146,7.0223455822683984,0
yncEp,14,2,1.5165265318656844,0.6394191331866261,6.242778051763451,7.062096573448517,0
gatZp,21,1,1.5164159526664818,0.48110438598293853,6.206641244959553,7.1541507160433495,0
mglBp,22,2,1.5163698399306837,0.6384429334411804,6.167467252184736,7.02153203849753,0
yadN_predicted,33,2,1.5162799231363113,0.574077110542171,6.195037697144406,7.098580639807087,0
TSS_4655_regulondb,41,1,1.5162750517876828,0.5314069392800758,6.184796568895436,7.1335567149588925,0
ompRp4,13,1,1.5162347999443686,0.7269581205647485,6.14873390969277,6.964237190657144,0
acrAp,9,1,1.5162210251065997,0.6899512824152088,6.261011091494639,7.040422218765434,0
mhpRp2,32,1,1.5161795560655504,0.58629450031743,6.145929024807504,7.084248150385175,0
rcsDp,34,1,1.5161521220218854,0.8597200045124528,6.17574786738109,6.951488988099563,2
lpp,25,2,1.5160673594439829,0.6551030927583549,6.117997619921306,7.040860730288276,0
yadI_predicted,38,2,1.5160301722733354,0.602278756450509,6.178211904116491,7.078847460706205,0
ftsKp2,6,1,1.5159947540340881,0.646496225579469,6.162888097550088,7.084374281175231,0
yacH_predicted,39,1,1.5157993765393456,0.6140213107268641,6.139923164579625,7.04785174998038,0
cusCp,39,1,1.515764129453733,0.6337402150174877,6.176620784039712,7.050612419916325,0
tfaE_stfE_predicted,13,1,1.515733165238614,0.5687677181365092,6.154896034332523,7.097102754562691,0
ghoSp,30,2,1.5157306957096932,0.5864161645059958,6.216199203392973,7.09033845310142,0
TSS_1414_storz_regulondb,16,2,1.5157097481033746,0.6356993709242615,6.130008075006898,7.062156907428811,0
cpxRp2,19,2,1.515631267163454,0.5167310637468662,6.281433187953985,7.148624489630478,0
yadI_predicted,31,1,1.5156240126565845,0.583543978552057,6.165653960239819,7.084657260711902,0
hyuA_predicted,22,2,1.515582773020471,0.5707230486367155,6.185036551038591,7.108643258173979,0
araBp,25,3,1.5154897769456266,0.5607729967870517,6.243028225219055,7.103308907115641,0
yadI_predicted,40,2,1.5152671271602975,0.6335231078384239,6.1537716304804375,7.072817366088132,0
ygfS_ygfT_predicted,38,2,1.5151531530935594,0.523758785100441,6.229877744201275,7.133992673306645,0
